Actual,Predicted
551,555.47406
512,520.51953
801,793.5873
710,704.3738
776,729.4845
826,828.53235
814,794.12744
697,664.5114
688,662.3494
601,608.0703
648,638.7572
796,816.39703
643,611.80505
490,500.41162
424,453.34027
646,664.96735
524,539.3521
493,499.78308
482,487.59726
751,744.6034
605,627.8167
512,544.6356
612,628.5893
685,686.862
555,564.45764
603,663.61993
795,792.5925
517,535.95605
804,765.8417
810,794.1232
565,518.84076
499,519.9172
571,632.4614
554,532.0019
654,696.12115
604,665.6462
647,640.23425
510,519.70703
725,697.9915
618,648.7845
562,560.30664
830,820.22174
524,515.63727
621,611.3045
587,563.9272
536,537.7905
822,830.4126
485,494.63788
617,581.6918
650,685.1599
672,677.5014
553,588.7207
610,614.3552
776,743.1049
553,577.2175
691,691.4433
543,553.0014
809,802.77325
665,691.3846
735,740.0849
627,620.6427
590,627.08356
661,687.06866
507,527.5863
785,790.32477
735,736.21277
512,541.582
544,535.7447
518,533.51733
624,623.7215
613,643.3117
598,586.3596
789,742.05493
629,619.3188
604,640.0387
524,519.938
808,823.4096
788,803.30365
479,505.13205
525,524.4185
651,623.80853
568,611.4464
516,573.45215
638,669.3826
791,801.66656
409,440.17578
732,699.00287
483,468.06796
839,825.48834
668,680.73694
522,527.79706
815,822.68414
387,430.03894
512,528.32684
647,659.12024
667,654.5582
463,494.11325
578,560.09314
819,814.0475
498,564.42737
552,549.58765
465,496.11203
691,647.94464
492,512.39874
620,633.15216
773,738.2313
804,803.78723
765,749.8667
529,532.93866
512,529.75714
714,739.4853
524,533.64325
492,510.08344
686,676.83575
580,558.2919
802,804.981
688,703.7963
694,696.1811
603,618.47565
683,701.16113
524,515.77606
517,511.39972
582,629.17267
509,524.1724
427,470.3168
583,604.68335
821,823.17084
758,742.1974
443,439.41696
522,521.079
597,628.2292
657,614.1817
517,533.2211
517,523.9714
576,574.72437
519,533.20654
790,789.9658
708,701.1149
808,823.289
680,622.8896
539,499.58765
731,690.5183
581,565.9855
794,818.02563
812,804.9162
624,624.73016
597,543.4812
671,671.5813
676,708.9519
540,508.16498
671,650.4438
798,790.9616
558,548.4437
424,469.393
440,462.58722
649,646.6631
584,573.71783
662,685.03595
788,757.3763
517,529.5374
435,473.36435
495,496.37384
664,695.8678
440,503.1197
487,549.9159
494,542.94196
806,810.40955
594,598.6897
646,631.7697
554,564.14886
480,519.29517
510,523.9662
760,733.5937
447,442.05652
610,649.8338
817,826.69275
801,785.70746
467,467.67218
753,723.2164
480,514.266
580,580.13605
500,512.9701
777,788.30756
652,629.59424
780,792.3709
512,530.1287
595,574.82007
496,526.1148
700,716.95544
528,502.87582
479,510.09775
624,579.8699
815,820.9955
749,736.9809
521,579.64526
710,683.54224
754,731.5917
646,645.56335
790,790.99084
511,519.8184
694,699.57324
501,489.973
605,585.0008
657,618.7203
811,794.2614
736,683.4651
632,641.43585
498,513.88617
455,450.49292
353,378.29175
623,613.36206
621,649.9339
406,429.29584
810,813.17566
445,468.679
649,681.2141
709,684.38464
627,615.9038
506,561.39355
500,492.7032
715,730.7065
626,658.8953
824,823.2908
516,519.2957
451,500.58005
732,721.9191
529,490.13373
436,457.0275
529,514.70325
810,812.84424
518,506.64072
705,713.5574
631,601.38043
605,575.5593
568,564.72656
574,583.67084
578,590.1143
426,447.5873
817,819.2793
730,721.8767
732,749.5352
508,535.91003
528,511.483
516,531.78253
818,800.8026
794,760.88727
446,450.50204
483,498.00958
524,534.15137
543,582.15967
782,796.04443
754,781.89233
505,497.48862
613,595.94806
478,524.5611
641,648.57367
676,713.7972
752,781.1245
527,568.4988
794,800.84705
476,475.05917
563,575.4769
563,553.69147
758,747.8842
326,380.0101
487,533.7341
545,547.0862
554,557.3021
562,563.1197
653,652.66766
594,585.8931
563,562.3786
835,835.82086
584,552.99176
801,808.183
633,635.9663
664,623.35223
408,468.09354
524,550.79004
830,835.01685
506,533.35205
531,529.8951
491,483.39233
492,552.45953
442,450.72522
517,522.58466
613,647.04175
635,623.092
678,685.62305
448,484.05582
589,578.11163
692,731.78613
699,639.0483
591,564.655
488,511.00592
502,517.7464
511,534.7075
478,574.5579
797,783.40027
810,809.78613
524,540.8206
580,611.4599
833,832.64655
516,583.2202
740,790.4623
769,757.02496
506,536.8787
517,534.7409
814,805.6523
787,773.9544
584,585.92896
502,520.3948
820,768.2544
807,777.8558
724,724.02704
672,694.09216
686,714.4779
601,621.5828
648,631.3659
765,767.17175
483,501.96155
492,508.91208
525,550.05365
701,709.6135
611,660.43744
523,535.74146
806,797.96265
717,682.26465
708,721.10364
751,718.8429
499,499.9312
427,457.3138
818,819.8424
715,700.6212
574,538.8365
458,464.7175
630,652.8379
500,499.11127
537,522.7901
612,579.59845
748,807.69257
498,502.06754
517,532.73975
590,571.32367
572,574.90326
629,632.84393
689,705.7775
785,735.76196
830,826.0979
459,449.86642
651,680.39154
604,627.6372
561,511.91168
586,599.2239
578,526.53894
509,551.5808
586,594.62866
499,478.9472
524,540.2765
533,555.87616
522,514.30865
469,487.55627
507,564.0791
565,570.8119
525,500.3731
514,552.95667
517,480.01434
544,530.8025
624,619.27496
607,594.8187
670,706.4219
455,509.1624
659,654.3112
546,539.4289
517,529.33374
609,613.16565
520,536.62695
488,510.76855
512,528.71014
627,655.1822
562,548.7877
497,468.96295
704,669.1451
524,531.31476
590,591.7636
517,487.215
794,795.287
433,466.73257
564,537.5937
428,573.99005
645,655.1947
634,634.8796
517,484.95468
639,624.5017
528,539.2828
586,592.9946
502,546.4038
476,537.33594
517,521.1214
524,535.0432
563,585.7291
516,610.33563
546,549.04456
792,755.32104
796,790.3988
778,743.3694
766,812.8409
576,603.0673
518,514.51074
539,545.5499
507,445.58432
561,608.51465
552,573.47015
414,402.38275
803,812.4768
805,813.08185
799,809.7208
440,473.2769
670,677.5377
772,752.91016
794,800.311
647,613.475
557,640.9309
729,738.8174
651,710.9192
606,591.46967
554,577.13696
557,534.7054
517,528.3273
543,617.749
596,550.5373
795,770.11725
512,528.2209
781,775.07544
512,529.76685
534,511.25403
495,561.75714
540,636.1077
444,413.20462
803,823.858
576,561.46686
586,581.49084
512,524.32446
810,802.425
437,467.27618
568,565.07666
478,504.59607
666,634.34
811,823.33905
588,590.5482
600,601.1526
660,667.4287
515,531.3972
586,593.2405
486,502.36618
687,665.2809
457,451.3687
465,457.552
528,536.843
699,732.01483
517,536.04846
785,762.9719
751,788.5664
603,620.0525
693,730.77954
524,531.21484
601,604.035
786,778.041
812,809.76776
477,521.9489
798,769.5411
818,800.4201
600,681.73315
619,636.8243
805,779.9055
454,449.3855
480,498.9931
751,740.99335
618,534.30786
552,560.9029
570,525.0545
688,701.9979
760,716.3853
552,551.48663
508,531.9791
561,593.4235
628,616.27423
493,501.72272
471,521.7334
619,624.846
549,520.2946
826,830.9757
787,762.76514
558,561.4749
512,527.88574
629,647.7383
819,818.83246
636,624.26294
753,741.5019
507,522.8104
728,716.38696
495,517.7097
618,621.7262
483,467.653
658,631.8283
528,535.6363
500,513.5247
789,811.7194
789,807.4623
835,835.8735
649,650.22986
627,642.2023
505,521.86127
619,585.89404
762,727.83777
459,496.1402
536,513.9281
737,755.8082
793,796.2876
639,652.9408
490,541.58844
661,665.57465
524,535.3714
546,550.00006
537,505.1252
550,543.2295
582,657.92255
822,802.9391
578,543.54047
402,412.14743
743,739.12024
628,610.5268
637,655.13336
815,808.81213
520,535.03406
722,740.79865
751,774.4815
416,464.55957
810,797.9287
565,554.84344
632,628.7332
527,511.81503
508,529.62134
572,563.2755
802,781.8424
752,753.04315
643,613.73083
629,640.0103
713,696.73065
776,759.6807
818,817.0043
457,449.81342
418,493.2447
604,603.2793
724,654.61096
698,693.8762
683,675.3716
798,784.4249
607,631.84784
589,572.17505
813,807.7399
735,720.8762
517,544.5553
819,826.4507
505,522.00635
628,611.2274
520,513.44257
570,592.27985
527,548.37244
512,513.92163
570,575.5758
809,806.8819
494,516.51733
499,444.72092
399,422.77542
688,688.7023
544,543.55334
792,747.70026
655,687.171
632,611.7718
676,671.07227
557,536.9002
594,598.00793
674,681.6938
825,822.33075
531,486.11414
793,781.87164
508,529.8826
571,542.23865
552,576.2283
478,438.7853
759,766.75964
552,489.95206
501,530.6315
528,544.06433
806,812.28174
517,533.7099
665,652.5693
506,511.13315
553,598.0118
498,532.4969
526,595.5316
536,487.94254
734,770.386
534,519.97986
625,610.04376
486,503.4792
644,663.76953
595,613.8348
508,502.18094
549,557.98926
649,671.3509
802,801.4158
479,486.8733
525,559.91437
641,630.73285
816,804.96313
511,524.8745
671,687.26483
490,533.22473
568,585.0806
827,824.0704
619,577.2714
544,567.9626
467,462.3435
524,535.826
806,804.6073
517,535.2538
524,529.58154
566,562.7363
560,528.1767
484,557.47345
773,785.4667
793,794.227
689,683.1195
577,566.8504
547,614.97015
576,553.43225
549,531.6924
557,576.4506
602,617.5894
437,397.05106
608,606.4399
689,646.6459
605,576.6707
528,547.5805
504,509.65494
820,805.3703
808,782.5036
760,754.47974
494,512.8809
719,728.1829
530,493.7288
520,586.3484
567,593.9133
793,784.05347
458,486.88754
551,565.4203
587,550.10156
638,634.7863
574,598.7021
732,710.3218
548,555.78735
626,614.5338
407,448.61017
692,712.81104
515,494.6593
577,572.75
754,754.99976
673,611.126
755,780.55145
744,750.2497
541,554.9399
552,559.283
794,787.46765
774,799.9388
515,520.39636
575,571.0335
729,756.1461
656,671.7232
577,565.6696
821,804.23413
580,582.5237
532,516.4866
684,688.8202
442,473.49222
535,571.4456
595,601.35223
557,572.91986
552,571.55225
573,576.97406
468,494.6347
542,519.01624
591,556.869
637,618.691
813,801.72455
576,566.8557
731,743.3908
609,609.4168
460,470.86124
734,709.93634
792,741.8241
761,712.8463
786,754.03015
512,528.80365
772,780.5322
516,520.5883
719,739.0888
324,340.91278
747,762.1765
641,640.35846
803,792.2832
682,650.4038
510,547.9237
768,769.3507
623,636.4651
524,533.76483
828,824.0469
637,666.8339
596,568.7141
737,725.9735
428,449.32013
816,795.48816
811,818.9227
777,769.7353
668,604.11066
794,786.05743
555,549.49524
646,636.9804
566,509.75104
513,507.6369
508,527.1655
614,604.2203
565,561.9656
637,667.2101
658,661.16187
618,620.8135
555,524.55194
545,541.73413
470,476.9619
753,730.5229
499,505.02783
498,559.14453
649,631.31696
544,526.4799
789,805.137
630,613.2523
556,591.40344
657,649.7952
724,722.21625
636,706.1074
654,635.1031
612,629.4682
460,483.35608
806,811.6614
645,618.1544
554,585.3164
826,807.03
555,558.7861
633,659.13403
582,573.23987
595,647.977
466,508.65686
827,829.85333
803,813.8526
759,778.0025
706,716.64685
820,793.2107
493,506.49158
651,663.6255
482,458.5356
422,435.63962
508,509.29346
808,814.8763
432,512.53394
517,496.19333
566,535.6708
512,526.8874
684,644.6128
517,530.9448
650,678.4708
809,807.94385
429,451.80484
515,522.9681
381,503.1463
504,516.4721
827,826.02136
732,673.1865
553,577.5506
494,508.53873
619,621.5301
819,813.25085
511,489.59958
503,516.97095
658,649.68
742,706.58777
540,536.72626
470,485.24533
539,527.5844
751,769.5967
662,637.56354
739,734.9921
495,544.6923
406,423.3496
483,524.103
493,514.87756
501,530.9548
579,572.3074
702,668.0015
712,702.6522
570,608.6151
796,797.26416
835,838.20245
649,647.35657
753,763.5653
622,591.35547
524,540.54584
524,537.20386
592,588.0708
616,636.2367
571,507.85037
800,779.6475
510,515.2435
507,533.7839
491,503.0905
652,634.2026
756,762.544
400,464.6271
549,569.13794
594,580.1668
760,723.9676
819,804.5347
785,794.9135
437,453.52667
818,817.1797
536,546.615
627,543.8223
554,631.7515
445,451.07935
588,594.7053
708,704.0421
718,693.4109
503,522.3662
709,705.1644
640,640.4318
583,613.15283
517,527.637
461,498.76593
792,790.071
366,365.80902
553,549.74347
502,492.10703
493,539.49994
543,574.3506
645,690.98816
638,571.30505
596,576.8123
565,564.83887
611,664.6588
699,666.52826
536,546.0818
779,773.07806
824,830.9044
511,559.5915
695,645.7611
688,698.0201
808,809.9231
606,621.7861
518,506.24863
813,825.2677
451,463.78134
524,543.0763
553,545.62244
763,736.1001
616,566.02484
471,461.16348
524,529.874
554,573.2829
410,398.75842
624,597.8897
752,735.75446
642,675.6732
676,668.204
640,608.12463
633,605.1072
690,669.0555
515,540.4362
517,539.30225
721,753.1074
476,483.9034
518,552.0726
594,597.17035
607,629.9062
508,535.37335
791,767.3579
683,664.335
534,554.3594
601,636.79
614,608.90753
742,731.35156
789,778.4505
607,599.4096
735,769.1354
779,768.8423
652,677.3648
668,647.731
558,552.33875
757,721.4156
493,482.48328
800,803.9523
501,516.1793
754,757.22296
546,540.8451
525,552.17236
614,598.6146
578,613.036
509,527.28796
585,617.01776
527,512.24506
693,697.1678
807,780.0249
690,710.7362
796,795.69604
578,665.0251
567,571.89624
640,600.6126
760,802.2102
419,444.80032
670,641.89154
372,412.22806
543,532.8877
705,707.3741
697,714.29974
496,489.73743
586,626.268
748,777.92584
513,562.0776
649,648.8054
604,568.2503
530,551.12427
571,564.3195
710,698.25055
817,819.87573
769,772.9129
487,493.0913
808,819.9394
720,701.4564
575,574.8553
562,605.0295
804,788.604
587,621.2094
490,509.985
671,710.51355
533,577.49255
713,747.6359
408,450.14896
635,644.14404
511,569.13635
566,537.7984
552,561.35046
739,716.91815
584,610.47034
735,784.82513
714,703.6545
717,738.09186
678,688.9476
643,640.98804
534,529.56775
533,562.64307
488,554.16437
684,702.85144
511,449.0755
780,738.5427
658,662.2252
718,712.44006
516,538.031
592,536.52856
582,579.59143
753,769.1658
791,796.4898
524,527.43884
496,517.05774
665,648.1652
796,793.8045
503,534.12714
666,672.5354
612,619.12177
648,645.8935
671,688.1847
663,689.55286
610,557.4031
636,649.82947
531,544.9559
573,565.4783
492,507.8592
544,524.46564
460,549.42017
617,660.60693
810,801.47064
518,550.379
514,530.1798
515,555.39813
656,663.6029
528,548.008
485,519.7701
707,691.71674
505,507.9665
570,704.81946
507,456.64978
596,586.2716
636,632.4064
656,690.0648
648,637.98364
733,732.6006
553,567.8917
611,587.6027
682,715.6955
809,811.944
643,620.8175
608,568.5586
567,562.0802
647,612.52435
517,527.02954
514,492.5186
733,745.76794
469,464.1118
524,532.9713
680,703.2524
663,656.843
738,776.5409
578,551.7421
486,434.85648
580,571.91504
790,790.5175
762,755.033
407,410.24414
736,715.52856
511,551.0815
500,554.2287
722,705.575
778,715.12085
434,438.0322
555,565.14795
807,803.5768
677,706.16437
649,760.85925
519,521.16266
711,669.8055
542,518.69244
432,437.11102
430,384.72406
537,535.64545
750,731.1563
799,802.40076
427,444.89392
716,628.65356
568,506.66318
543,540.9287
550,560.2738
523,524.9996
373,384.0543
586,581.90735
652,612.54504
457,522.2714
556,590.1472
588,615.606
483,484.27267
537,551.8352
742,726.47906
732,775.27185
517,536.93915
658,631.9135
656,676.78296
675,696.7822
830,823.1778
534,580.3272
573,604.5625
587,690.2014
528,548.6897
507,509.36685
598,591.14655
661,655.2462
824,802.1579
792,799.9185
774,746.3377
659,651.28516
817,788.4426
440,454.87048
658,673.2609
790,735.7504
688,687.0498
664,645.8709
479,564.5014
552,556.90063
574,598.68915
531,532.0348
644,612.35425
647,653.3804
801,801.85693
688,668.9613
498,484.81778
461,528.2032
494,519.7128
817,823.25354
515,521.38824
533,531.61285
494,512.0558
509,511.39166
623,591.96045
544,532.73615
494,519.3087
788,792.15216
550,562.80316
558,545.9412
664,655.0026
727,695.3742
728,747.1137
809,811.16595
582,540.27216
773,791.4474
730,701.18604
810,817.4986
529,479.0485
552,562.2469
534,589.66144
602,611.4224
732,781.8012
372,395.13617
658,570.0609
821,822.20667
820,815.46313
414,406.80594
572,583.4885
767,758.4783
577,600.3632
765,703.09875
607,610.7993
718,723.5282
609,626.0148
523,539.5961
800,796.37494
684,702.76794
606,613.996
823,807.7412
494,507.03983
710,734.0519
517,501.51892
773,782.1767
558,549.1336
590,582.8145
653,663.68933
532,520.3529
742,734.18604
466,518.8305
546,535.4868
487,504.49557
379,397.30466
473,493.93954
815,812.063
787,773.187
576,564.2222
721,737.79016
814,753.31244
630,638.8303
588,614.53485
678,686.9633
604,626.33887
529,557.7682
760,765.6565
524,549.23755
820,813.9923
467,468.5641
588,574.35065
657,675.1753
810,814.5544
568,612.51746
599,580.85913
605,562.462
492,487.96365
663,674.1524
496,530.26807
629,600.12994
622,599.95935
576,555.43195
501,520.8227
623,655.0081
579,568.5614
679,664.278
610,548.0014
572,612.6834
432,457.3341
724,728.14056
389,395.96158
680,668.08246
537,531.428
609,605.721
484,478.76566
653,661.3052
710,733.7688
513,522.6771
481,465.55447
620,609.5907
459,510.75726
438,506.7647
469,468.40866
552,487.405
593,627.81287
506,555.84894
730,738.25635
651,658.00006
523,534.74896
524,543.65607
749,746.6436
624,610.69
605,589.861
508,524.8074
707,699.5468
708,726.1996
517,500.14
584,596.1525
498,597.1214
726,770.9443
497,511.49893
555,511.27637
817,808.787
507,494.2833
764,755.4829
516,526.36597
524,536.39435
645,641.0962
552,549.639
443,443.20544
650,681.3079
824,825.3379
553,587.21564
739,739.00037
586,594.783
507,525.63275
635,593.8623
464,447.55035
602,629.329
828,822.93256
744,749.7641
499,516.8712
504,490.10074
779,776.2102
792,812.22797
677,671.7738
570,553.9605
598,625.9765
471,470.69824
704,751.5437
740,758.3571
496,549.5777
586,589.1797
541,539.34485
508,529.5636
448,482.38483
607,608.3112
516,541.9095
604,614.53217
674,683.561
826,815.8732
465,487.44366
690,691.74304
713,718.4844
786,770.499
493,503.83633
796,775.16254
530,550.39703
732,749.4945
650,641.721
667,651.56366
691,636.1973
539,569.30164
722,744.2518
822,788.6141
643,616.9271
490,520.27454
512,512.3529
480,505.6903
502,521.148
597,548.5834
815,812.23004
676,678.04584
699,710.52545
822,834.00793
631,626.02545
517,529.1078
496,519.22705
512,528.8099
712,673.31805
589,606.00336
727,788.63904
717,679.9602
829,796.0984
619,610.1691
468,488.563
624,627.4752
444,465.53
815,823.65735
560,565.7416
482,465.6368
609,609.1426
731,716.4775
589,556.06854
524,534.5492
584,532.03455
737,751.2817
777,759.97876
568,601.2151
556,527.8347
732,738.6652
791,805.1359
400,381.92947
432,451.28683
828,821.49506
480,505.19394
652,656.5507
722,722.2055
784,793.8648
493,480.30725
797,777.6899
761,767.1837
715,751.8889
707,745.09705
821,805.9578
541,552.385
818,790.4926
726,711.90137
493,511.17517
560,559.8404
518,524.1287
458,482.92496
601,585.8984
825,825.04645
494,536.9621
626,659.92957
513,504.68665
432,430.438
464,509.84555
517,526.05383
532,573.95
581,573.599
527,540.94104
800,800.4966
644,661.4413
555,556.1276
521,517.8707
674,683.8046
685,629.61694
818,827.1533
477,477.63947
499,551.07764
793,797.392
681,676.006
663,632.25446
547,551.2425
692,711.2226
547,592.65295
758,754.5257
663,678.3082
465,498.11606
592,615.50806
595,599.0762
641,635.96844
550,552.12134
543,629.1468
657,638.12616
493,580.99493
499,497.00815
765,796.0528
524,539.8464
655,664.517
646,647.6862
515,519.91187
612,631.6085
496,488.4852
602,564.8327
603,595.72565
518,535.6008
524,541.4553
516,526.84924
501,519.2526
567,575.53546
651,671.78357
463,486.15778
647,659.469
804,809.108
777,781.6855
524,541.1775
636,658.9271
810,815.3412
458,494.81796
622,586.25775
587,581.50385
820,811.25
806,800.1144
512,527.34357
807,783.4618
385,383.2818
589,614.8327
733,773.132
334,334.3798
474,463.27203
536,564.9392
449,554.02875
677,641.509
502,465.2057
529,554.8256
772,765.0093
479,495.77765
496,517.1796
474,511.34598
556,555.1716
750,756.676
753,747.8182
556,509.16797
561,564.0541
600,571.2718
525,512.22766
759,711.8186
647,670.5808
530,504.9375
457,471.1227
383,416.42883
496,524.93994
788,773.55896
506,483.53134
516,527.71014
816,818.8021
549,541.91766
721,671.6413
536,561.6579
538,539.5863
501,514.4261
725,744.6344
437,427.85474
650,572.18994
618,717.6913
569,582.5569
571,585.31903
508,522.6172
512,511.223
601,585.3606
797,787.07404
517,540.667
638,644.545
583,589.5493
527,500.7906
530,537.62213
481,474.3951
632,641.4001
696,734.98737
514,524.2656
810,818.5941
524,539.8464
767,747.5982
530,543.89734
479,507.44437
622,620.9933
595,584.9929
817,814.6822
837,838.5361
740,745.9324
819,814.97894
541,515.60675
804,780.54724
717,670.78906
622,622.24066
807,809.0585
810,794.27966
817,819.79974
788,772.9794
565,564.36365
816,812.34985
828,832.9558
552,569.45374
557,562.71954
639,650.1654
517,519.4894
688,661.9428
614,610.7224
711,719.4653
625,635.32043
569,574.28406
820,821.15344
647,680.71826
695,695.64105
638,634.7636
619,622.73004
459,479.42645
532,530.9288
501,513.05927
494,526.409
623,619.7844
479,480.74872
542,540.83746
788,791.13446
674,755.32184
442,442.28995
508,508.33066
623,555.42017
555,524.6312
792,779.1527
786,789.5384
536,556.9932
488,477.65527
811,815.17847
589,578.10016
742,738.5804
779,791.2413
502,511.53455
518,513.86414
657,648.59436
773,818.23004
553,554.27625
830,827.14014
744,764.973
816,819.6265
700,706.2374
618,669.5202
595,585.6068
501,502.6572
508,524.9471
568,590.802
833,841.01184
454,468.3429
574,598.97577
691,702.15454
463,570.0694
642,652.5407
489,507.12463
743,787.64465
794,775.9739
443,486.50638
421,488.47205
661,665.93945
790,801.49225
659,643.4559
787,770.9759
569,581.28674
606,589.81396
544,561.1589
579,597.3533
558,532.63306
470,572.12994
681,748.463
418,432.93488
622,652.7387
780,779.455
517,540.4768
524,528.5924
556,541.1197
795,802.2649
669,652.5665
780,803.1657
794,791.1411
755,775.24854
521,550.4087
552,556.83234
707,738.85944
672,614.37213
507,506.63284
485,489.3099
592,557.8178
681,696.9525
505,519.87305
821,819.3899
675,704.9729
459,443.02924
624,598.68335
644,566.2964
782,801.63403
549,535.1005
572,559.6737
811,798.90204
730,734.43024
814,807.44214
535,530.5601
819,816.5269
493,522.889
540,559.1079
533,579.7705
609,644.65125
652,638.839
514,569.24854
435,475.39783
806,807.6534
502,519.9422
740,762.1271
513,556.2168
486,494.9349
810,822.9932
636,655.17206
802,777.5683
599,617.5808
743,719.7573
497,493.2314
558,536.77673
524,528.426
576,559.3002
802,797.93384
608,579.566
812,804.7818
642,674.33636
710,744.5804
507,518.36285
512,522.95953
658,656.94165
482,534.62415
767,779.09235
529,498.29602
517,528.86334
520,519.7062
655,680.4232
701,662.8608
795,784.0215
819,819.0543
538,554.078
798,806.7351
814,786.78094
431,425.9519
552,536.6462
554,569.33875
446,477.09915
531,538.2949
502,502.00748
624,611.50073
606,605.3123
640,641.0241
677,681.1909
744,725.74164
758,758.16174
615,615.4099
713,691.5414
613,590.16504
488,464.4805
466,488.50787
818,832.2285
746,777.1296
550,546.0924
657,673.3134
829,831.421
651,630.69574
726,711.8945
746,746.9879
532,568.3783
831,828.1287
432,436.7165
508,516.35455
626,631.7421
436,433.5079
491,513.58167
585,598.92194
812,817.8726
752,784.0501
485,506.02994
514,487.94217
657,713.9677
736,700.00995
556,583.34985
578,568.31274
575,567.92474
680,704.08704
701,721.1398
837,825.75586
685,669.03345
528,553.54004
628,575.7719
530,536.20325
676,655.44617
648,668.33545
643,631.83875
591,586.08295
819,797.5743
818,816.19885
520,553.94403
767,714.0163
530,553.345
832,825.97687
798,781.24725
818,819.03784
610,576.49664
717,755.0295
552,528.7259
817,804.9343
739,750.8254
529,539.91205
660,668.8157
599,549.3093
523,526.23785
581,649.96765
795,782.45233
501,496.26358
425,447.2039
626,643.87915
665,646.1974
796,781.956
652,625.8355
737,729.2829
604,583.6008
421,432.21246
631,719.94183
479,502.49503
656,670.30664
818,795.33496
518,502.9372
408,383.41025
542,524.58514
751,759.99164
598,500.79803
713,735.3345
523,544.2222
525,540.09015
624,584.0632
506,547.782
558,580.1602
799,808.96326
821,821.0586
731,759.65186
621,589.151
495,507.93927
827,826.5243
637,612.0456
490,500.17908
514,535.3251
614,561.5674
602,645.8941
812,817.42816
706,731.56976
483,560.6568
667,621.377
789,790.8179
502,514.2867
626,559.18866
777,790.1535
782,765.85376
582,545.96716
813,814.37103
510,518.395
791,795.88544
733,732.28815
524,537.82104
776,769.99915
535,531.101
538,620.93005
611,597.3358
587,622.54846
603,607.0503
805,800.21686
605,641.1078
716,738.9681
512,527.72015
530,589.1731
539,548.259
477,493.90848
785,801.8062
671,669.50366
785,781.98206
549,582.7578
626,607.9583
524,534.4883
628,669.19867
498,505.04898
615,632.22687
625,615.6705
528,534.7577
521,562.4963
716,725.8313
532,547.19824
636,593.1998
817,822.43365
556,562.4987
530,536.70026
700,725.76447
402,512.6991
536,533.2973
742,725.69104
496,510.46375
748,714.7305
595,618.8777
819,808.94135
569,582.30615
590,582.73236
621,634.0822
779,793.7547
425,442.71564
661,669.4409
595,576.942
660,669.52966
711,668.41364
827,806.46155
761,778.9318
728,726.3393
513,486.86725
622,603.6749
811,803.7178
517,517.4369
629,580.12946
533,547.53253
504,543.3858
505,517.2823
799,800.1568
657,614.9275
820,822.91986
526,539.69446
589,550.169
810,799.73584
793,780.4262
765,776.32465
466,537.0077
686,702.9325
809,770.9662
617,663.47327
550,556.72906
807,812.2263
551,578.6128
524,538.0455
556,566.2427
671,657.4335
681,675.1849
668,644.2899
478,494.86115
670,646.2664
524,539.8464
808,805.01984
530,540.6769
819,803.7003
762,747.26575
640,667.50354
664,676.73804
548,539.7601
505,539.647
602,636.9744
580,576.1804
634,630.1407
562,556.2068
512,521.66077
593,631.1833
633,605.7961
579,570.73584
498,511.89413
658,698.13385
496,514.4337
801,776.8644
588,600.5928
499,484.7117
616,621.67847
497,508.26767
517,523.2787
633,644.46497
544,537.5788
799,804.8764
705,664.61017
527,541.5393
507,474.909
688,691.12213
524,536.62646
748,748.23267
509,492.68802
771,739.291
804,794.4328
616,630.88947
520,553.1915
471,468.87268
807,774.8459
631,668.4616
798,802.6178
680,720.6595
808,816.009
588,592.6755
486,479.391
809,808.75464
820,776.26385
515,571.5652
514,529.416
547,535.768
766,771.9544
456,436.97852
496,526.21747
456,465.82214
669,660.7348
584,590.2158
565,551.1201
576,578.3663
776,766.1019
738,711.75586
518,545.38666
497,504.489
678,673.692
550,532.0745
828,820.66907
778,788.7133
596,607.62775
516,514.59894
751,763.4342
555,558.39935
481,506.9321
730,710.34827
511,516.4063
789,735.24304
419,483.83273
610,625.8118
535,576.2529
816,806.1207
746,743.3825
487,508.19336
557,623.91095
748,765.9444
519,513.5342
531,533.4628
608,569.06506
520,542.49207
782,790.5523
520,521.36145
638,620.27313
517,540.0426
630,671.62067
586,541.09735
796,781.28625
621,587.9843
603,534.563
512,522.80994
471,482.53757
513,542.12915
798,788.1272
802,793.2263
512,528.5471
780,721.856
521,532.5993
599,573.3156
643,622.0648
492,506.82114
480,503.62482
561,598.4972
534,544.35516
616,658.784
514,522.25226
517,530.01965
646,666.6498
786,770.6349
793,798.94165
750,825.8888
824,825.4201
538,519.12805
683,691.8025
604,591.11926
512,511.69565
810,805.1895
614,609.5783
546,581.52814
585,581.7008
500,522.33185
827,817.92126
517,534.995
678,665.1008
552,536.0006
434,465.24347
562,530.10724
651,692.39044
754,757.246
516,561.8144
747,749.59534
433,500.3396
801,799.7586
524,586.43933
577,564.70013
783,775.06256
459,367.6497
484,515.47266
497,507.23376
693,673.11194
570,599.1853
556,592.0653
536,576.635
643,651.17084
524,536.1638
480,459.19446
825,822.44006
439,495.0305
577,592.0829
660,672.2321
496,508.51736
524,492.00754
453,463.7163
544,518.0504
765,744.9325
720,744.81433
395,457.35645
524,545.68066
566,597.2618
829,836.9168
584,568.22125
407,481.68896
664,663.4794
524,540.41077
491,550.8281
479,488.68484
671,668.7388
792,801.6369
736,765.8044
666,639.73206
468,458.48468
531,520.6918
724,726.96515
578,571.1709
482,521.62115
668,641.30963
541,562.6009
783,763.592
526,530.38196
639,636.0066
539,547.20605
508,529.80725
616,575.65936
785,804.80237
486,474.93027
